budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance
13000000,6.829658,14894347.0,112.0,6.4,73.0,Elegy,11671,3,0.3494
0,3.78669,0.0,141.0,5.5,32.0,Bathory: Countess of Blood,15208,1,0.4336
0,6.529094000000001,7000000.0,104.0,6.1,884.0,High School Musical 2,13649,3,0.3554
92000000,8.980941,188072649.0,107.0,6.5,1707.0,Tropic Thunder,7446,2,0.3358
0,8.227236,0.0,90.0,5.8,56.0,The Objective,14878,3,0.405
8500000,8.524857,68282844.0,98.0,5.8,434.0,Star Wars: The Clone Wars,12180,3,0.3469
0,5.923904,1829917.0,99.0,5.8,64.0,Henry Poole Is Here,13107,3,0.4029
8000000,6.6037479999999995,2033165.0,111.0,5.1,142.0,Mutant Chronicles,13256,1,0.44
0,2.9344189999999997,0.0,114.0,6.4,50.0,13 Beloved,13436,3,0.391
2000000,7.636625,11125849.0,90.0,7.8,294.0,Waltz with Bashir,8885,0,0.493
4000000,7.274236999999999,10785801.0,115.0,7.5,997.0,Let the Right One In,13310,0,0.4173
0,5.654268,0.0,92.0,6.1,56.0,Hamlet 2,12621,3,0.3933
45000000,13.530029999999998,73762516.0,105.0,6.0,1205.0,Death Race,10483,2,0.2679
25000000,9.920106,70442940.0,97.0,5.6,548.0,The House Bunny,12620,3,0.3214
15000000,9.469873,8762890.0,102.0,5.6,159.0,The Rocker,10186,3,0.3677
35000000,8.612618,72436439.0,110.0,6.0,494.0,Mirrors,13515,3,0.2887
25000000,4.729184,0.0,84.0,4.4,46.0,Fly Me to the Moon,13956,1,0.536
3800000,9.239882000000001,2725258.0,121.0,6.3,79.0,Sukiyaki Western Django,13637,3,0.3757
0,14.820751000000001,0.0,81.0,5.1,58.0,Return to House on Haunted Hill,13564,1,0.4735
0,5.628521,0.0,101.0,5.7,38.0,Feed,14566,3,0.4109
37000000,13.206798999999998,163720069.0,96.0,6.5,1251.0,Burn After Reading,4944,2,0.2633
25000000,11.634132000000001,14109284.0,87.0,3.1,250.0,Disaster Movie,13805,1,0.8871
70000000,9.273808,72108608.0,101.0,5.4,687.0,Babylon A.D.,9381,2,0.3369
22000000,7.859605999999999,23530831.0,114.0,6.6,210.0,Traitor,13291,3,0.3259
7000000,10.36168,6230276.0,94.0,4.8,48.0,College,13991,1,0.4934
16000000,6.62363,50007546.0,114.0,4.6,96.0,The Women,13972,1,0.4957
0,7.551569000000001,0.0,100.0,6.7,43.0,The Woman in Black,16182,3,0.3988
0,5.694713,0.0,80.0,6.1,50.0,The Onion Movie,14771,3,0.3972
3500000,34.145916,54947.0,102.0,4.1,135.0,The Mother of Tears,15206,1,0.6495
60000000,5.762005,39031337.0,103.0,4.7,323.0,The Spirit,8285,1,0.441
0,2.794764,0.0,501.0,7.6,70.0,John Adams,118309,0,1.4817
20000000,7.029139999999999,0.0,111.0,6.6,104.0,The Burning Plain,12165,3,0.3403
45000000,6.576009,42487390.0,99.0,5.0,336.0,Bangkok Dangerous,13184,1,0.3855
0,2.546955,0.0,105.0,6.7,41.0,A Secret,13726,3,0.3998
8000000,7.039209,0.0,88.0,6.8,70.0,Flash Point,35854,0,0.3809
79000,2.066141,245000.0,85.0,6.0,35.0,The Foot Fist Way,13484,3,0.4001
8000000,4.370963,0.0,88.0,5.0,61.0,Altered,14458,1,0.4626
60000000,7.0946240000000005,73174566.0,101.0,5.9,382.0,Righteous Kill,13389,2,0.2998
20000000,13.857624,27640028.0,110.0,5.9,294.0,Lakeview Terrace,13279,3,0.3279
0,2.2921099999999996,0.0,76.0,7.1,35.0,Shadows in Paradise,3,0,0.4336
0,12.994773,0.0,102.0,6.4,288.0,Ghost Town,12797,3,0.3759
0,4.807389,0.0,99.0,3.1,46.0,The Crow IV: Wicked Prayer,16456,1,0.9592
0,2.1195009999999996,0.0,93.0,7.3,35.0,Sawdust and Tinsel,47721,0,0.4482
10000000,5.325375,0.0,105.0,5.6,96.0,100 Feet,14098,3,0.3856
14000000,4.432452,0.0,99.0,6.1,66.0,Boot Camp,14643,3,0.3535
0,2.357072,0.0,112.0,7.9,40.0,An Autumn Afternoon,50759,0,0.5324
20000000,12.392754,20211394.0,115.0,6.3,305.0,Appaloosa,12690,3,0.3199
45000000,11.221186,9323833.0,160.0,6.3,90.0,Miracle at St. Anna,12412,2,0.3265
80000000,14.324875,178066569.0,118.0,6.3,1038.0,Eagle Eye,13027,2,0.2981
27000000,11.981531,17286299.0,110.0,6.2,247.0,How to Lose Friends & Alienate People,13092,3,0.3127
200000,2.737149,0.0,27.0,7.5,42.0,Six Shooter,25126,0,0.5131
0,5.951169999999999,84375061.0,97.0,5.9,160.0,Nights in Rodanthe,14326,3,0.3793
9000000,12.992175999999999,32973937.0,89.0,6.4,387.0,Nick and Norah's Infinite Playlist,12182,3,0.3409
6500000,7.716326,0.0,99.0,7.3,581.0,Martyrs,9539,0,0.399
2500000,3.520622,0.0,90.0,6.9,51.0,Red,13200,0,0.4042
0,1.2819399999999999,0.0,100.0,7.7,31.0,The Music Room,822,0,0.5006
0,13.439495,0.0,135.0,6.7,228.0,Gomorrah,8882,0,0.3914
0,8.761268,22707064.0,90.0,5.2,179.0,The Accidental Husband,13401,1,0.4465
0,9.835473,0.0,110.0,6.7,406.0,The Duchess,12783,3,0.3783
0,13.44059,0.0,113.0,6.1,165.0,Rachel Getting Married,14976,3,0.3842
70000000,12.886125,113280098.0,128.0,6.5,919.0,Body of Lies,12113,2,0.2859
55000000,8.061467,17869048.0,90.0,6.2,614.0,City of Ember,13600,2,0.2886
35000000,10.08043,85416905.0,100.0,5.2,625.0,Max Payne,13051,1,0.3451
24000000,6.449332,42105111.0,102.0,6.1,734.0,Zack and Miri Make a Porno,10358,3,0.2955
25100000,8.937049,29506464.0,131.0,6.0,144.0,W.,10523,3,0.3268
20000000,14.114135999999998,36620508.0,101.0,5.4,223.0,My Best Friend's Girl,13596,1,0.3667
21000000,6.295807,0.0,124.0,7.4,286.0,"Synecdoche, New York",4960,0,0.3917
11000000,6.390463,38105395.0,114.0,7.4,159.0,The Secret Life of Bees,12837,0,0.4111
0,3.250891,0.0,119.0,6.3,61.0,Flash of Genius,14914,3,0.3902
7500000,6.010332,19000000.0,107.0,7.5,870.0,The Wave,7735,0,0.4081
0,1.677289,0.0,105.0,4.7,32.0,Two Worlds,14791,1,0.5344
1,8.896155,0.0,100.0,6.4,231.0,"Angus, Thongs and Perfect Snogging",12689,3,0.3794
12000000,6.140116,40855419.0,89.0,5.6,343.0,Quarantine,13812,3,0.3618
0,9.2161,0.0,100.0,6.8,39.0,Black Moon,27361,0,0.4037
0,4.560963,0.0,94.0,4.6,48.0,Lost Boys: The Tribe,13489,1,0.5522
30000000,5.844016000000001,31148328.0,130.0,6.3,243.0,Pride and Glory,13150,3,0.3097
40000000,4.929912,9793496.0,130.0,7.1,71.0,The Express,14325,0,0.351
18000000,7.263988,25739015.0,114.0,6.9,851.0,RockNRolla,13809,0,0.3231
0,7.343503999999999,0.0,116.0,6.1,858.0,High School Musical 3: Senior Year,11887,3,0.3575
0,5.829662,0.0,88.0,6.9,152.0,Futurama: Bender's Game,13253,0,0.4059
0,6.362129,0.0,270.0,6.6,57.0,Tin Man,114796,0,0.5625
150000000,12.668733,603900354.0,89.0,6.2,1866.0,Madagascar: Escape 2 Africa,10527,4,0.7627
2000000,3.462653,38135878.0,123.0,6.8,41.0,Admiral,13506,0,0.3921
25000000,7.462378,19844979.0,121.0,6.4,393.0,Blindness,8338,3,0.3092
55000000,11.672394,113020255.0,141.0,7.3,1151.0,Changeling,3580,2,0.3235
0,1.714745,0.0,42.0,4.8,31.0,Guinea Pig 2: Flower of Flesh and Blood,36073,1,0.5463
32000000,14.958098000000001,27635305.0,111.0,6.8,1113.0,The Road,20766,0,0.2911
15000000,11.258181,377910544.0,120.0,7.6,2918.0,Slumdog Millionaire,12405,0,0.481
200000000,13.678120000000002,586090727.0,106.0,6.1,3015.0,Quantum of Solace,10764,4,1.2639
28000000,7.646215,92380927.0,99.0,6.4,575.0,Role Models,15373,3,0.2869
0,2.033465,0.0,112.0,6.9,31.0,Tokyo!,8938,0,0.4116
0,4.496373999999999,0.0,110.0,5.8,84.0,Tokyo Gore Police,16061,3,0.4018
0,3.176768,0.0,85.0,6.3,33.0,Sauna,16166,3,0.395
6000000,6.670933,276891.0,96.0,6.6,155.0,JCVD,13672,3,0.3708
0,6.110693,0.0,130.0,7.0,77.0,Crows Zero,14943,0,0.4175
8000000,4.562917,0.0,120.0,6.1,63.0,Krabat and the Legend of the Satanic Mill,4627,3,0.3685
0,5.840379,0.0,94.0,6.0,432.0,Camp Rock,13655,3,0.3757
0,5.715534,0.0,182.0,7.5,74.0,Farscape: The Peacekeeper Wars,13905,0,0.5021
10800000,10.165499,113857533.0,92.0,6.0,848.0,Saw V,11917,3,0.3149
0,3.8559339999999995,7356393.0,152.0,6.7,31.0,A Christmas Tale,8892,0,0.4105
0,8.537871,0.0,100.0,4.3,46.0,Critters 4,12525,1,0.6121
19000000,9.106146,18755936.0,109.0,6.0,348.0,Sex Drive,13523,3,0.325
0,8.826924,0.0,103.0,6.3,47.0,Soul Men,14655,3,0.3893
6000000,9.002146,391410.0,108.0,4.8,36.0,While She Was Out,15749,1,0.4969
0,2.2423610000000003,0.0,112.0,6.5,38.0,The Island,22358,3,0.3935
20000000,9.569765,149281606.0,91.0,4.9,217.0,Beverly Hills Chihuahua,14405,1,0.4221
0,2.674886,0.0,124.0,7.6,49.0,The Face of Another,29452,0,0.485
0,2.6320259999999998,0.0,109.0,6.6,34.0,Three Monkeys,8905,3,0.3963
0,10.940451,28814580.0,128.0,6.9,179.0,The Class,8841,0,0.3975
0,7.498032000000001,124191.0,82.0,6.0,213.0,Splinter,13220,3,0.3893
130000000,9.566135000000001,49554002.0,165.0,6.3,712.0,Australia,6972,2,0.5364
150000000,15.580915,309979994.0,98.0,6.3,1798.0,Bolt,13053,2,0.6486
20000000,10.680121,54586584.0,128.0,7.1,628.0,Milk,10139,0,0.338
37000000,31.282028999999998,392616625.0,122.0,5.8,3688.0,Twilight,8966,2,0.4593
0,7.320166,0.0,84.0,6.3,116.0,The Children,16342,3,0.3891
30000000,9.296824,108979549.0,104.0,5.9,1110.0,Transporter 3,13387,3,0.2787
80000000,7.210383,163733697.0,88.0,5.3,337.0,Four Christmases,12193,2,0.3781
12500000,8.912738000000001,20416563.0,94.0,7.7,1492.0,The Boy in the Striped Pyjamas,14574,0,0.4214
3500000,6.804406,1115493.0,97.0,6.0,111.0,Surveillance,10900,3,0.3805
500000,5.3291949999999995,33456317.0,122.0,7.0,100.0,Fireproof,14438,0,0.4065
25000000,9.369432000000002,30000000.0,87.0,5.6,154.0,Igor,14248,3,0.3484
0,6.979858,0.0,250.0,5.8,71.0,Dinotopia,12224,3,0.5314
0,14.322814000000001,2724474.0,96.0,7.2,311.0,Hunger,10360,0,0.419
12000000,8.878391,0.0,109.0,6.9,89.0,Cadillac Records,14299,0,0.3726
20500000,8.333525999999999,10089373.0,102.0,5.6,298.0,Punisher: War Zone,13056,3,0.3491
0,3.9366730000000003,1107542.0,110.0,7.1,43.0,Flashbacks of a Fool,13793,0,0.4253
60000000,7.081997,0.0,28.0,5.8,179.0,Shrek the Halls,13394,2,0.3696
0,1.873131,0.0,150.0,7.2,40.0,The Pervert's Guide to Cinema,34283,0,0.4468
0,10.898525,0.0,30.0,7.2,120.0,A Matter of Loaf and Death,14447,0,0.4694
80000000,9.265322,233093859.0,104.0,5.2,1057.0,The Day the Earth Stood Still,10200,2,0.3679
30000000,5.68041,0.0,134.0,6.8,209.0,Che: Part One,8881,0,0.3325
40000000,7.500907000000001,0.0,131.0,6.7,155.0,Che: Part Two,8880,3,0.3213
9000000,11.161339,0.0,105.0,4.2,154.0,Starship Troopers 3: Marauder,11127,1,0.6015
20000000,9.278263,50907234.0,104.0,7.0,445.0,Doubt,14359,0,0.3352
8500000,2.781309,0.0,120.0,6.6,32.0,Cyborg She,19486,3,0.3723
33000000,14.794228,269958228.0,116.0,7.8,3181.0,Gran Torino,13223,0,0.485
0,11.641771,0.0,122.0,7.2,333.0,Frost/Nixon,11499,0,0.4185
32000000,7.931732000000001,113019290.0,124.0,7.2,835.0,The Reader,8055,0,0.3177
0,4.001251,0.0,167.0,6.7,64.0,Rab Ne Bana Di Jodi,14072,0,0.4197
0,5.648328,0.0,103.0,7.6,69.0,Sword of the Stranger,13980,0,0.4817
0,8.352169,0.0,115.0,7.1,70.0,I've Loved You So Long,8276,0,0.4231
55000000,21.708267000000003,168167691.0,123.0,7.5,2092.0,Seven Pounds,11321,2,0.3576
0,2.089317,0.0,103.0,6.6,31.0,Pin,41966,3,0.3969
6000000,7.903956,44703995.0,109.0,7.3,1031.0,The Wrestler,12163,0,0.3803
150000000,17.934821,333932083.0,166.0,7.3,3398.0,The Curious Case of Benjamin Button,4922,4,0.8351
70000000,9.756289,225990978.0,104.0,6.4,1869.0,Yes Man,10201,2,0.2876
75000000,8.635464,200276000.0,121.0,6.7,1195.0,Valkyrie,2253,2,0.296
5000000,11.324028,0.0,63.0,7.3,403.0,5 Centimeters per Second,38142,0,0.4231
1500000,3.873511,0.0,90.0,7.0,90.0,Ben X,6936,0,0.412
0,8.091476,0.0,85.0,5.1,61.0,Alien Raiders,13954,1,0.4723
80000000,10.739419,212874442.0,99.0,5.9,924.0,Bedtime Stories,10202,2,0.3104
3000000,7.589546,3830137.0,92.0,6.0,128.0,Choke,13973,3,0.3812
35000000,12.265867,75225693.0,119.0,6.8,824.0,Revolutionary Road,4148,0,0.2867
4250000,2.613528,0.0,33.0,7.1,54.0,Blackadder Back & Forth,194113,0,0.4497
0,1.986334,0.0,43.0,7.6,44.0,Blackadder's Christmas Carol,51247,0,0.5123
4185000,7.236542,0.0,118.0,7.1,71.0,Loft,17845,0,0.4107
0,5.531686,0.0,95.0,8.4,146.0,Dear Zachary: A Letter to a Son About His Father,15584,0,0.6285
20000000,10.420849,21972336.0,98.0,6.4,421.0,Wild Child,13971,3,0.3152
32000000,13.990891,51155219.0,137.0,6.7,580.0,Defiance,13813,3,0.2994
0,3.808933,0.0,123.0,7.2,79.0,Zeitgeist: Addendum,13180,0,0.434
60000000,9.729747999999999,244082376.0,115.0,6.9,1392.0,Marley & Me,14306,2,0.2875
41677699,8.470945,187479518.0,100.0,7.5,953.0,Ponyo,12429,0,0.3411
0,3.88291,0.0,85.0,5.8,60.0,Jack Brooks: Monster Slayer,16205,3,0.4071
0,5.072908999999999,0.0,103.0,5.9,41.0,Poultrygeist: Night of the Chicken Dead,17287,3,0.3995
0,2.213603,0.0,99.0,4.8,31.0,American Ninja 4: The Annihilation,25528,1,0.5176
200000,3.328853,0.0,80.0,6.4,65.0,Wendy and Lucy,8942,3,0.3945
0,9.031276,0.0,76.0,5.6,334.0,Open Season 2,13690,3,0.4075
0,4.088346,14879423.0,92.0,6.1,69.0,Last Chance Harvey,16409,3,0.3899
11715578,6.004257,21888598.0,108.0,7.5,1309.0,Ip Man,14756,0,0.3923
17000000,9.585493,0.0,100.0,5.0,93.0,Replicant,10596,1,0.4361
25000000,6.274736,2000000.0,93.0,5.7,214.0,Passengers,13944,3,0.3423
60000000,12.364578999999999,50877145.0,93.0,5.8,260.0,The Tale of Despereaux,10199,2,0.3145
30000000,8.33501,114663461.0,89.0,5.9,884.0,Bride Wars,10521,3,0.2842
0,4.675264,31055440.0,113.0,7.3,243.0,Mesrine: Killer Instinct,13635,0,0.4276
15000000,5.245883,100734718.0,101.0,5.3,303.0,My Bloody Valentine,14435,1,0.376
8000000,4.5186459999999995,908847.0,99.0,6.3,75.0,Battle in Seattle,13177,3,0.3652
2600000,8.623982,553198.0,92.0,7.0,313.0,Timecrimes,14139,0,0.3946
0,9.542657,0.0,151.0,7.4,44.0,The Secret of the Grain,8280,0,0.4673
35000000,11.654958,91353501.0,92.0,6.2,1447.0,Underworld: Rise of the Lycans,12437,2,0.2682
60000000,13.570926,57490374.0,106.0,6.0,610.0,Inkheart,2309,2,0.2878
0,3.076072,0.0,98.0,5.2,50.0,The Alphabet Killer,13942,1,0.4585
9750000,11.387338,558000.0,99.0,6.0,116.0,The Lazarus Project,13825,3,0.3622
26000000,13.003122,183293131.0,91.0,5.2,807.0,Paul Blart: Mall Cop,14560,1,0.3472
0,5.336296,43051547.0,122.0,6.6,163.0,Notorious,14410,3,0.3808
16000000,7.108555,76514050.0,87.0,4.8,373.0,The Unborn,13788,1,0.4446
0,2.804154,0.0,99.0,4.5,52.0,Donkey Punch,13429,1,0.5711
0,2.961854,0.0,107.0,6.1,57.0,Where Is Fred?,6733,3,0.3922
0,5.496293,0.0,90.0,5.4,75.0,Make It Happen,14871,1,0.4356
0,5.256959999999999,188126.0,98.0,6.7,103.0,Repo! The Genetic Opera,14353,3,0.3958
0,10.330423,41624046.0,87.0,6.3,424.0,The Uninvited,14254,3,0.3641
0,8.811327,0.0,92.0,6.2,33.0,12:01,17803,3,0.3925
0,2.958584,0.0,87.0,5.4,50.0,Night Train,14549,1,0.4386
50000000,14.611182000000001,7033683.0,115.0,6.1,354.0,Outlander,10529,2,0.2986
5000000,10.510468,38610009.0,90.0,5.3,150.0,The Grudge 3,1977,1,0.4183
0,12.515435,3983997.0,91.0,6.7,415.0,Eden Lake,13510,3,0.379
60000000,16.639915,124596398.0,100.0,7.3,1432.0,Coraline,14836,2,0.3206
0,6.2721279999999995,0.0,110.0,7.0,99.0,Chocolate,15003,0,0.4132
0,4.188751,0.0,83.0,5.8,43.0,TerrorVision,24194,3,0.4088
0,10.430028,0.0,102.0,6.4,79.0,The Escapist,14851,3,0.3878
38000000,11.596222000000001,45465299.0,111.0,5.9,671.0,Push,13455,3,0.2877
50000000,6.583609,60161391.0,118.0,6.0,373.0,The International,4959,2,0.2923
12000000,8.032616,3148182.0,110.0,6.6,157.0,Two Lovers,10362,3,0.3532
40000000,8.376094,177259441.0,129.0,6.2,988.0,He's Just Not That Into You,10184,2,0.2644
0,4.78341,0.0,87.0,5.8,67.0,Dead Like Me: Life After Death,14849,3,0.4058
0,13.284811,0.0,90.0,7.2,134.0,Futurama: Into the Wild Green Yonder,15060,0,0.4304
0,1.961587,0.0,121.0,7.5,51.0,The Bandit,26900,0,0.4708
35000000,6.317991999999999,73034460.0,100.0,5.7,205.0,Hotel for Dogs,15189,3,0.3185
3000000,8.602955999999999,0.0,108.0,6.0,186.0,Frontier(s),13492,3,0.3766
0,9.713124,0.0,108.0,6.4,59.0,Fireflies in the Garden,7353,3,0.3888
0,4.427087,0.0,91.0,6.7,49.0,Afro Samurai: Resurrection,14711,3,0.4007
400000,6.272745,0.0,77.0,6.3,42.0,Trancers,5677,3,0.3952
0,8.175019,69932387.0,130.0,7.7,202.0,Departures,16804,0,0.4791
0,2.804378,0.0,77.0,6.8,31.0,Taking Chance,25405,0,0.4118
1500000,8.708789,173066.0,86.0,5.9,107.0,My Name Is Bruce,1961,3,0.3931
75000000,9.900376,61458982.0,146.0,5.6,398.0,Funny People,20829,2,0.349
0,7.292134,0.0,105.0,7.0,109.0,Berlin Calling,30508,0,0.4125
9000000,5.108626999999999,0.0,94.0,3.7,42.0,Against the Dark,15039,1,0.741
0,6.4574620000000005,0.0,95.0,7.4,37.0,Bigger Than Life,26036,0,0.458
0,3.159248,0.0,89.0,4.0,32.0,Red Sands,14977,1,0.6879
0,3.0107169999999996,0.0,97.0,6.4,52.0,Mystery Team,38087,3,0.3916
50000000,6.660188000000001,12764201.0,97.0,3.9,113.0,Street Fighter: The Legend of Chun-Li,15268,1,0.6294
12000000,4.352072,0.0,96.0,5.4,34.0,Urban Justice,17317,1,0.4035
0,2.844534,90508336.0,103.0,6.4,52.0,Madea Goes to Jail,15670,3,0.3768
17000000,6.5900929999999995,14899417.0,98.0,6.7,189.0,Away We Go,19255,3,0.3428
25000000,11.923981,0.0,104.0,5.7,223.0,Thick as Thieves,14979,3,0.34
7275000,7.728333,11260366.0,110.0,7.5,166.0,Il Divo,8832,0,0.4375
19000000,4.249948000000001,23550000.0,130.0,6.5,79.0,Paris,8279,3,0.3398
19000000,14.20229,91379051.0,97.0,5.7,566.0,Friday the 13th,13207,3,0.3212
10000000,8.218314,0.0,130.0,7.1,196.0,"The Good, The Bad, The Weird",15067,0,0.3897
0,4.92638,0.0,94.0,4.4,35.0,Screamers: The Hunting,14853,1,0.5929
0,18.54675,75871032.0,92.0,5.4,323.0,The Pink Panther 2,15159,1,0.4084
30000000,4.845377,0.0,95.0,3.1,73.0,Far Cry,7916,1,0.8927
18000000,3.6020309999999998,11657385.0,77.0,5.3,46.0,Rock-A-Doodle,20421,1,0.4036
200000,8.927994,3.0,42.0,7.8,236.0,Dr. Horrible's Sing-Along Blog,14301,0,0.5306
0,2.38008,0.0,92.0,4.0,31.0,Today You Die,8382,1,0.6875
0,9.459594000000001,0.0,92.0,6.3,80.0,The Cottage,13849,3,0.3888
9000000,2.506227,0.0,106.0,5.1,33.0,Joshua Tree,26127,1,0.4457
18000000,6.477482,0.0,86.0,4.7,107.0,Day of the Dead,13613,1,0.485
41000000,12.929653,91636986.0,105.0,6.5,531.0,"I Love You, Man",16538,2,0.2785
0,3.915682,0.0,87.0,6.0,66.0,Dance of the Dead,13094,3,0.3972
0,10.80374,77527732.0,102.0,6.0,317.0,The Haunting in Connecticut,18781,3,0.3664
78146652,9.097953,60000000.0,125.0,5.7,203.0,Duplicity,16558,2,0.3511
50000000,9.806904,155446362.0,121.0,5.9,1528.0,Knowing,13811,2,0.269
8500000,8.553506,8936663.0,98.0,5.9,156.0,Ong Bak 2,16353,3,0.3656
13000000,9.858687,104345682.0,152.0,7.4,1020.0,The Girl with the Dragon Tattoo,15472,0,0.3789
5000000,9.098119,16174377.0,102.0,6.5,256.0,Sunshine Cleaning,13090,3,0.3609
0,6.638013000000001,0.0,25.0,6.5,80.0,Kung Fu Panda: Secrets of the Furious Five,15854,3,0.4353
15000000,3.860361,0.0,96.0,4.0,32.0,Submerged,14180,1,0.6457
0,6.624498,500154.0,105.0,5.4,110.0,Echelon Conspiracy,16325,1,0.4308
825000,7.134232000000001,0.0,78.0,5.2,54.0,After Sex,17097,1,0.46
175000000,14.243634,381509870.0,94.0,6.0,1464.0,Monsters vs Aliens,15512,4,0.866
0,4.787284,0.0,85.0,7.0,69.0,Counter Investigation,21946,0,0.4191
27000000,5.155749,0.0,150.0,7.1,157.0,The Baader Meinhof Complex,6968,0,0.3677
0,9.338858,0.0,105.0,5.9,178.0,Big Stan,13161,3,0.3903
11500000,8.719145,186702.0,108.0,6.9,134.0,Nothing But the Truth,14637,0,0.3711
0,3.4140410000000005,0.0,90.0,7.7,85.0,Anvil! The Story of Anvil,18094,0,0.4983
0,5.666341,24007324.0,86.0,5.6,229.0,Observe and Report,16991,3,0.4051
9500000,6.7788699999999995,17164377.0,107.0,6.4,748.0,Adventureland,16614,3,0.3273
0,4.7018580000000005,0.0,86.0,5.5,39.0,The Cake Eaters,16071,1,0.4296
40000000,8.198789,108332743.0,104.0,6.1,787.0,Confessions of a Shopaholic,20048,2,0.2698
0,2.3077349999999996,0.0,97.0,6.7,31.0,The Black Balloon,8747,3,0.4013
0,7.228413000000001,0.0,90.0,5.1,158.0,The Butterfly Effect 3: Revelations,16258,1,0.4653
0,4.717517,0.0,121.0,7.2,59.0,Revanche,15451,0,0.4347
0,6.377611,0.0,89.0,5.5,40.0,Cheeky,22705,1,0.4283
0,7.444398,0.0,113.0,6.3,55.0,The Lucky Ones,16005,3,0.3889
100000000,8.876305,0.0,85.0,2.9,475.0,Dragonball Evolution,14164,1,1.0366
0,4.657671,0.0,80.0,5.0,59.0,Rest Stop,9841,1,0.4888
0,3.137916,0.0,95.0,5.7,50.0,The Gravedancers,13557,3,0.4117
85000000,1.498902,363164265.0,107.0,6.5,2426.0,Fast & Furious,13804,2,0.3701
0,6.341259,6149791.0,106.0,7.0,194.0,In the Loop,19833,0,0.4064
0,3.646265,44872.0,100.0,6.4,37.0,What Doesn't Kill You,15801,3,0.3919
50000000,8.395617999999999,36348784.0,116.0,7.2,678.0,The Boat That Rocked,18947,0,0.323
20000000,11.362762,136267476.0,102.0,6.1,1388.0,17 Again,16996,3,0.2847
0,6.744702,0.0,99.0,6.6,105.0,Double Trouble,8833,3,0.3914
70000000,16.89564,319131050.0,153.0,7.9,6598.0,Inglourious Basterds,16869,4,1.1589
60000000,8.905732,87784194.0,127.0,6.7,489.0,State of Play,16995,2,0.2947
10000000,11.545627,0.0,97.0,7.2,156.0,The Damned United,21641,0,0.399
20000000,10.044642,34560577.0,96.0,5.9,878.0,Crank: High Voltage,15092,3,0.307
5000000,13.336773,9760104.0,97.0,7.6,1831.0,Moon,17431,0,0.4337
10000000,3.586906,0.0,125.0,6.1,41.0,Mammoth,33974,3,0.3659
35000000,8.437586999999999,27409889.0,105.0,7.1,330.0,The Young Victoria,18320,0,0.3329
18000000,6.675032000000001,382174.0,98.0,4.4,60.0,The Informers,17436,1,0.5434
150000000,1.456541,373062864.0,107.0,6.2,4086.0,X-Men Origins: Wolverine,2080,4,0.8562
1700000,6.115298999999999,1007962.0,77.0,5.2,83.0,The Girlfriend Experience,17680,1,0.4559
0,5.435993,5101756.0,96.0,7.3,139.0,Sin Nombre,21191,0,0.4392
150000000,15.362632000000001,385680446.0,127.0,7.4,4574.0,Star Trek,13475,4,1.0008
1500000,9.813825,0.0,95.0,6.4,43.0,Lymelife,22152,3,0.3863
0,7.957389,900689.0,87.0,6.0,86.0,The Great Buck Howard,16279,3,0.3948
0,2.634068,0.0,104.0,6.2,33.0,Flatfoot in Egypt,11160,3,0.3922
21000000,2.947094,0.0,173.0,5.9,43.0,XIII,168643,3,0.3742
80000000,7.309903,121059225.0,136.0,7.1,110.0,Red Cliff Part II,15384,2,0.373
4000000,7.9599649999999995,4100000.0,103.0,3.6,124.0,S. Darko,17532,1,0.7765
15000000,15.30326,109000000.0,90.0,7.5,136.0,Earth,10946,0,0.409
0,2.48768,0.0,141.0,7.2,44.0,Stanley Kubrick: A Life in Pictures,30416,0,0.442
25000000,6.036408,1037335.0,113.0,6.2,95.0,Crossing Over,15577,3,0.3283
150000000,22.211558,356613439.0,138.0,6.5,2183.0,Angels & Demons,13448,4,0.6805
0,3.0558,0.0,87.0,5.4,36.0,Balls Out: The Gary Houseman Story,14141,1,0.4395
0,5.428408999999999,0.0,108.0,6.3,69.0,Powder Blue,17740,3,0.3884
0,5.785775,948753.0,90.0,6.1,320.0,Fanboys,13532,3,0.3787
0,12.376901,0.0,96.0,5.7,48.0,Live!,25218,3,0.41
10000000,4.2798169999999995,0.0,113.0,5.3,55.0,Incendiary,15705,1,0.4168
0,5.0549669999999995,0.0,100.0,7.0,61.0,Love Songs,14448,0,0.4164
0,12.459106,2434658.0,94.0,5.5,102.0,Management,21583,1,0.4222
200000000,16.507496,371353001.0,115.0,5.9,2496.0,Terminator Salvation,534,4,1.1463
150000000,15.417181,413106170.0,105.0,5.9,2026.0,Night at the Museum: Battle of the Smithsonian,18360,4,0.69
0,6.52808,0.0,86.0,5.3,126.0,Lesbian Vampire Killers,18238,1,0.4439
20000000,7.973126,5530764.0,114.0,6.8,206.0,The Brothers Bloom,21755,0,0.342
0,3.080515,0.0,125.0,7.6,44.0,Paisan,8429,0,0.4854
0,2.160001,0.0,201.0,7.3,31.0,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",44012,0,0.5019
0,4.314822,0.0,90.0,6.4,80.0,I Do,19955,3,0.3908
0,7.095063000000001,0.0,92.0,4.5,49.0,Catacombs,14126,1,0.5713
60000000,11.328316000000001,31720158.0,109.0,6.6,237.0,The Soloist,17332,2,0.308
15000000,13.634766,32721635.0,110.0,6.2,449.0,The Last House on the Left,18405,3,0.3214
